Date,Price
2009-10-14,0
2009-10-15,0
2009-10-16,0
2009-10-17,0
2009-10-18,0
2009-10-19,0
2009-10-20,0
2009-10-21,0
2009-10-22,0
2009-10-23,0
2009-10-24,0
2009-10-25,0
2009-10-26,0
2009-10-27,0
2009-10-28,0
2009-10-29,0
2009-10-30,0
2009-10-31,0
2009-11-01,0
2009-11-02,0
2009-11-03,0
2009-11-04,0
2009-11-05,0
2009-11-06,0
2009-11-07,0
2009-11-08,0
2009-11-09,0
2009-11-10,0
2009-11-11,0
2009-11-12,0
2009-11-13,0
2009-11-14,0
2009-11-15,0
2009-11-16,0
2009-11-17,0
2009-11-18,0
2009-11-19,0
2009-11-20,0
2009-11-21,0
2009-11-22,0
2009-11-23,0
2009-11-24,0
2009-11-25,0
2009-11-26,0
2009-11-27,0
2009-11-28,0
2009-11-29,0
2009-11-30,0
2009-12-01,0
2009-12-02,0
2009-12-03,0
2009-12-04,0
2009-12-05,0
2009-12-06,0
2009-12-07,0
2009-12-08,0
2009-12-09,0
2009-12-10,0
2009-12-11,0
2009-12-12,0
2009-12-13,0
2009-12-14,0
2009-12-15,0
2009-12-16,0
2009-12-17,0
2009-12-18,0
2009-12-19,0
2009-12-20,0
2009-12-21,0
2009-12-22,0
2009-12-23,0
2009-12-24,0
2009-12-25,0
2009-12-26,0
2009-12-27,0
2009-12-28,0
2009-12-29,0
2009-12-30,0
2009-12-31,0
2010-01-01,0
2010-01-02,0
2010-01-03,0
2010-01-04,0
2010-01-05,0
2010-01-06,0
2010-01-07,0
2010-01-08,0
2010-01-09,0
2010-01-10,0
2010-01-11,0
2010-01-12,0
2010-01-13,0
2010-01-14,0
2010-01-15,0
2010-01-16,0
2010-01-17,0
2010-01-18,0
2010-01-19,0
2010-01-20,0
2010-01-21,0
2010-01-22,0
2010-01-23,0
2010-01-24,0
2010-01-25,0
2010-01-26,0
2010-01-27,0
2010-01-28,0
2010-01-29,0
2010-01-30,0
2010-01-31,0
2010-02-01,0
2010-02-02,0
2010-02-03,0
2010-02-04,0
2010-02-05,0
2010-02-06,0
2010-02-07,0
2010-02-08,0
2010-02-09,0
2010-02-10,0
2010-02-11,0
2010-02-12,0
2010-02-13,0
2010-02-14,0
2010-02-15,0
2010-02-16,0
2010-02-17,0
2010-02-18,0
2010-02-19,0
2010-02-20,0
2010-02-21,0
2010-02-22,0
2010-02-23,0
2010-02-24,0
2010-02-25,0
2010-02-26,0
2010-02-27,0
2010-02-28,0
2010-03-01,0
2010-03-02,0
2010-03-03,0
2010-03-04,0
2010-03-05,0
2010-03-06,0
2010-03-07,0
2010-03-08,0
2010-03-09,0
2010-03-10,0
2010-03-11,0
2010-03-12,0
2010-03-13,0
2010-03-14,0
2010-03-15,0
2010-03-16,0
2010-03-17,0
2010-03-18,0
2010-03-19,0
2010-03-20,0
2010-03-21,0
2010-03-22,0
2010-03-23,0
2010-03-24,0
2010-03-25,0
2010-03-26,0
2010-03-27,0
2010-03-28,0
2010-03-29,0
2010-03-30,0
2010-03-31,0
2010-04-01,0
2010-04-02,0
2010-04-03,0
2010-04-04,0
2010-04-05,0
2010-04-06,0
2010-04-07,0
2010-04-08,0
2010-04-09,0
2010-04-10,0
2010-04-11,0
2010-04-12,0
2010-04-13,0
2010-04-14,0
2010-04-15,0
2010-04-16,0
2010-04-17,0
2010-04-18,0
2010-04-19,0
2010-04-20,0
2010-04-21,0
2010-04-22,0
2010-04-23,0
2010-04-24,0
2010-04-25,0
2010-04-26,0
2010-04-27,0
2010-04-28,0
2010-04-29,0
2010-04-30,0
2010-05-01,0
2010-05-02,0
2010-05-03,0
2010-05-04,0
2010-05-05,0
2010-05-06,0
2010-05-07,0
2010-05-08,0
2010-05-09,0
2010-05-10,0
2010-05-11,0
2010-05-12,0
2010-05-13,0
2010-05-14,0
2010-05-15,0
2010-05-16,0
2010-05-17,0
2010-05-18,0
2010-05-19,0
2010-05-20,0
2010-05-21,0
2010-05-22,0
2010-05-23,0
2010-05-24,0
2010-05-25,0
2010-05-26,0
2010-05-27,0
2010-05-28,0
2010-05-29,0
2010-05-30,0
2010-05-31,0
2010-06-01,0
2010-06-02,0
2010-06-03,0
2010-06-04,0
2010-06-05,0
2010-06-06,0
2010-06-07,0
2010-06-08,0
2010-06-09,0
2010-06-10,0
2010-06-11,0
2010-06-12,0
2010-06-13,0
2010-06-14,0
2010-06-15,0
2010-06-16,0
2010-06-17,0
2010-06-18,0
2010-06-19,0
2010-06-20,0
2010-06-21,0
2010-06-22,0
2010-06-23,0
2010-06-24,0
2010-06-25,0
2010-06-26,0
2010-06-27,0
2010-06-28,0
2010-06-29,0
2010-06-30,0
2010-07-01,0
2010-07-02,0
2010-07-03,0
2010-07-04,0
2010-07-05,0
2010-07-06,0
2010-07-07,0
2010-07-08,0
2010-07-09,0
2010-07-10,0
2010-07-11,0
2010-07-12,0
2010-07-13,0
2010-07-14,0
2010-07-15,0
2010-07-16,0
2010-07-17,0.04951
2010-07-18,0.077975
2010-07-19,0.0867925
2010-07-20,0.077999375
2010-07-21,0.070463167
2010-07-22,0.064120381
2010-07-23,0.0617804
2010-07-24,0.055814583
2010-07-25,0.054911637
2010-07-26,0.052658929
2010-07-27,0.05839441
2010-07-28,0.0577125
2010-07-29,0.061484076
2010-07-30,0.065255966
2010-07-31,0.062076736
2010-08-01,0.06065
2010-08-02,0.061504417
2010-08-03,0.061331489
2010-08-04,0.060740741
2010-08-05,0.060067857
2010-08-06,0.061995833
2010-08-07,0.060557063
2010-08-08,0.060122222
2010-08-09,0.064961944
2010-08-10,0.069299271
2010-08-11,0.069064279
2010-08-12,0.067323778
2010-08-13,0.065554444
2010-08-14,0.066519524
2010-08-15,0.06570103
2010-08-16,0.065212527
2010-08-17,0.066713782
2010-08-18,0.069343958
2010-08-19,0.0673875
2010-08-20,0.065921429
2010-08-21,0.065516417
2010-08-22,0.063504664
2010-08-23,0.064946832
2010-08-24,0.065692727
2010-08-25,0.065319315
2010-08-26,0.0646625
2010-08-27,0.064384394
2010-08-28,0.064715997
2010-08-29,0.064394444
2010-08-30,0.063032163
2010-08-31,0.062988418
2010-09-01,0.060923853
2010-09-02,0.061082222
2010-09-03,0.061758333
2010-09-04,0.061465417
2010-09-05,0.062019214
2010-09-06,0.0618
2010-09-07,0.061355833
2010-09-08,0.061165833
2010-09-09,0.061473426
2010-09-10,0.060815357
2010-09-11,0.062715795
2010-09-12,0.061742778
2010-09-13,0.061796852
2010-09-14,0.064303307
2010-09-15,0.061154524
2010-09-16,0.06185
2010-09-17,0.060537244
2010-09-18,0.06033725
2010-09-19,0.061907222
2010-09-20,0.0624961
2010-09-21,0.062842
2010-09-22,0.062125087
2010-09-23,0.062264362
2010-09-24,0.0622075
2010-09-25,0.062017722
2010-09-26,0.0620782
2010-09-27,0.062096119
2010-09-28,0.061945269
2010-09-29,0.061840206
2010-09-30,0.0617435
2010-10-01,0.061949625
2010-10-02,0.061455557
2010-10-03,0.061266171
2010-10-04,0.061167957
2010-10-05,0.061525355
2010-10-06,0.062773151
2010-10-07,0.063916843
2010-10-08,0.076606432
2010-10-09,0.084892
2010-10-10,0.096560181
2010-10-11,0.095257083
2010-10-12,0.091665813
2010-10-13,0.095754417
2010-10-14,0.099935848
2010-10-15,0.101586773
2010-10-16,0.10160875
2010-10-17,0.102555625
2010-10-18,0.101677917
2010-10-19,0.100031667
2010-10-20,0.097651357
2010-10-21,0.101222975
2010-10-22,0.104814213
2010-10-23,0.108266
2010-10-24,0.122845207
2010-10-25,0.129758758
2010-10-26,0.155571296
2010-10-27,0.174800799
2010-10-28,0.184635536
2010-10-29,0.184250018
2010-10-30,0.190312937
2010-10-31,0.194477833
2010-11-01,0.190865132
2010-11-02,0.192794167
2010-11-03,0.182128746
2010-11-04,0.209004272
2010-11-05,0.23541383
2010-11-06,0.273455545
2010-11-07,0.360887239
2010-11-08,0.318959343
2010-11-09,0.259081305
2010-11-10,0.199789636
2010-11-11,0.226281349
2010-11-12,0.246181354
2010-11-13,0.278784245
2010-11-14,0.27919395
2010-11-15,0.277875019
2010-11-16,0.253286573
2010-11-17,0.250219645
2010-11-18,0.252725188
2010-11-19,0.271807986
2010-11-20,0.27760704
2010-11-21,0.277389722
2010-11-22,0.278820327
2010-11-23,0.281924132
2010-11-24,0.280920714
2010-11-25,0.280703234
2010-11-26,0.281566967
2010-11-27,0.283018
2010-11-28,0.278603356
2010-11-29,0.257021996
2010-11-30,0.21560859
2010-12-01,0.218453646
2010-12-02,0.236248709
2010-12-03,0.247538051
2010-12-04,0.240582561
2010-12-05,0.211903487
2010-12-06,0.198891623
2010-12-07,0.20906
2010-12-08,0.230834487
2010-12-09,0.205413254
2010-12-10,0.193684599
2010-12-11,0.220089918
2010-12-12,0.216962421
2010-12-13,0.220406326
2010-12-14,0.228455635
2010-12-15,0.241676706
2010-12-16,0.239433429
2010-12-17,0.24575
2010-12-18,0.246809583
2010-12-19,0.24494
2010-12-20,0.255333392
2010-12-21,0.258175608
2010-12-22,0.248333333
2010-12-23,0.248364136
2010-12-24,0.249031131
2010-12-25,0.249020833
2010-12-26,0.255321774
2010-12-27,0.25761375
2010-12-28,0.269986881
2010-12-29,0.289799326
2010-12-30,0.29525
2010-12-31,0.297021061
2011-01-01,0.296797143
2011-01-02,0.296844111
2011-01-03,0.293518286
2011-01-04,0.294909333
2011-01-05,0.295644583
2011-01-06,0.297093939
2011-01-07,0.313282329
2011-01-08,0.315294815
2011-01-09,0.322948571
2011-01-10,0.3258617
2011-01-11,0.325951455
2011-01-12,0.332628182
2011-01-13,0.367495003
2011-01-14,0.374282449
2011-01-15,0.3918655
2011-01-16,0.393679111
2011-01-17,0.379065667
2011-01-18,0.334208257
2011-01-19,0.31126621
2011-01-20,0.341614831
2011-01-21,0.392093122
2011-01-22,0.420443345
2011-01-23,0.437078367
2011-01-24,0.410201719
2011-01-25,0.416309471
2011-01-26,0.409959475
2011-01-27,0.414832219
2011-01-28,0.431728095
2011-01-29,0.4410525
2011-01-30,0.463157295
2011-01-31,0.502156346
2011-02-01,0.676389111
2011-02-02,0.726566878
2011-02-03,0.71354079
2011-02-04,0.772230316
2011-02-05,0.876256806
2011-02-06,0.895176513
2011-02-07,0.872726934
2011-02-08,0.893953927
2011-02-09,0.929917167
2011-02-10,1.033409755
2011-02-11,0.981385992
2011-02-12,1.039721643
2011-02-13,1.044895845
2011-02-14,1.059228428
2011-02-15,1.050393362
2011-02-16,1.040016152
2011-02-17,1.046120299
2011-02-18,0.999096404
2011-02-19,0.932103183
2011-02-20,0.86850999
2011-02-21,0.850692969
2011-02-22,0.863103984
2011-02-23,0.906506159
2011-02-24,0.946226624
2011-02-25,0.967492822
2011-02-26,0.942570032
2011-02-27,0.938741647
2011-02-28,0.894442653
2011-03-01,0.920692828
2011-03-02,0.923957689
2011-03-03,0.930466805
2011-03-04,0.914785088
2011-03-05,0.90636584
2011-03-06,0.847645137
2011-03-07,0.874441395
2011-03-08,0.872339374
2011-03-09,0.859649085
2011-03-10,0.866459253
2011-03-11,0.895063489
2011-03-12,0.899233705
2011-03-13,0.901979236
2011-03-14,0.890197521
2011-03-15,0.883136853
2011-03-16,0.861111015
2011-03-17,0.839926174
2011-03-18,0.809374099
2011-03-19,0.761975096
2011-03-20,0.770942165
2011-03-21,0.753175369
2011-03-22,0.778873788
2011-03-23,0.832447974
2011-03-24,0.854579194
2011-03-25,0.877179635
2011-03-26,0.868289644
2011-03-27,0.845921389
2011-03-28,0.807469054
2011-03-29,0.788861263
2011-03-30,0.786923273
2011-03-31,0.789264499
2011-04-01,0.781967939
2011-04-02,0.787505305
2011-04-03,0.782296836
2011-04-04,0.694327223
2011-04-05,0.658011999
2011-04-06,0.7164764
2011-04-07,0.753936007
2011-04-08,0.765372637
2011-04-09,0.748221922
2011-04-10,0.74167989
2011-04-11,0.760195439
2011-04-12,0.840142363
2011-04-13,0.918875087
2011-04-14,0.934583571
2011-04-15,1.013028236
2011-04-16,1.030256982
2011-04-17,1.048529047
2011-04-18,1.146684176
2011-04-19,1.174745391
2011-04-20,1.165174456
2011-04-21,1.166175585
2011-04-22,1.272912511
2011-04-23,1.467515246
2011-04-24,1.680695513
2011-04-25,1.59241939
2011-04-26,1.635166283
2011-04-27,1.854280214
2011-04-28,1.999249483
2011-04-29,2.484913218
2011-04-30,3.139921444
2011-05-01,3.327733034
2011-05-02,3.188332166
2011-05-03,3.28514839
2011-05-04,3.396291592
2011-05-05,3.410346332
2011-05-06,3.474853769
2011-05-07,3.56078577
2011-05-08,3.75456206
2011-05-09,3.809524112
2011-05-10,4.65935952
2011-05-11,5.592424538
2011-05-12,5.6341171
2011-05-13,7.45550181
2011-05-14,8.238347197
2011-05-15,6.678797158
2011-05-16,7.684024907
2011-05-17,7.614168482
2011-05-18,7.14547465
2011-05-19,6.968028241
2011-05-20,6.625223737
2011-05-21,5.877406205
2011-05-22,6.359361831
2011-05-23,7.067517273
2011-05-24,7.081739991
2011-05-25,7.405842596
2011-05-26,8.509041477
2011-05-27,8.686804025
2011-05-28,8.453705448
2011-05-29,8.277721417
2011-05-30,8.579893275
2011-05-31,8.882081721
2011-06-01,9.028280221
2011-06-02,10.03512803
2011-06-03,12.69009804
2011-06-04,16.22997218
2011-06-05,17.44555166
2011-06-06,18.25516332
2011-06-07,19.02670106
2011-06-08,27.2782783
2011-06-09,29.53580444
2011-06-10,26.53310485
2011-06-11,19.88369362
2011-06-12,16.62557916
2011-06-13,20.86007857
2011-06-14,19.19453781
2011-06-15,19.75179788
2011-06-16,19.26662503
2011-06-17,15.74630986
2011-06-18,15.86180519
2011-06-19,17.67926174
2011-06-20,14
2011-06-21,17.51
2011-06-22,17.51
2011-06-23,17.49
2011-06-24,17.51
2011-06-25,17.51
2011-06-26,17.51001
2011-06-27,16.45
2011-06-28,16.75
2011-06-29,16.95
2011-06-30,16.85
2011-07-01,16.1
2011-07-02,15.4
2011-07-03,15.4
2011-07-04,15.44
2011-07-05,12.82125
2011-07-06,14.74666667
2011-07-07,14.20841667
2011-07-08,14.39472222
2011-07-09,14.495
2011-07-10,15.02159259
2011-07-11,14.01666667
2011-07-12,13.925
2011-07-13,13.92
2011-07-14,14.02528571
2011-07-15,14.31625
2011-07-16,13.5
2011-07-17,13.45555556
2011-07-18,13.50775327
2011-07-19,13.64428571
2011-07-20,13.69166667
2011-07-21,13.83825
2011-07-22,13.785
2011-07-23,13.66
2011-07-24,13.794625
2011-07-25,14.098275
2011-07-26,14.08665952
2011-07-27,13.96869444
2011-07-28,13.69520238
2011-07-29,13.5703125
2011-07-30,13.66655128
2011-07-31,13.44989501
2011-08-01,13.23388049
2011-08-02,12.6630778
2011-08-03,10.67179279
2011-08-04,10.7339669
2011-08-05,10.67123079
2011-08-06,8.901246341
2011-08-07,8.076347899
2011-08-08,8.000870574
2011-08-09,9.622802988
2011-08-10,10.08422841
2011-08-11,9.801588546
2011-08-12,9.385122078
2011-08-13,9.697740889
2011-08-14,10.41681016
2011-08-15,11.14028435
2011-08-16,11.04607494
2011-08-17,10.93705283
2011-08-18,10.93160831
2011-08-19,11.31643344
2011-08-20,11.47744349
2011-08-21,11.36246682
2011-08-22,11.11381213
2011-08-23,11.02383994
2011-08-24,10.92659306
2011-08-25,10.27045976
2011-08-26,10.04057602
2011-08-27,8.667814033
2011-08-28,8.822662087
2011-08-29,8.933771939
2011-08-30,8.826253993
2011-08-31,8.458968755
2011-09-01,8.22793019
2011-09-02,8.440563981
2011-09-03,8.539424475
2011-09-04,8.241066949
2011-09-05,7.672442123
2011-09-06,6.807191919
2011-09-07,7.067037281
2011-09-08,6.867451815
2011-09-09,5.321509804
2011-09-10,5.107361914
2011-09-11,5.774656198
2011-09-12,6.179079095
2011-09-13,6.003414495
2011-09-14,5.637680912
2011-09-15,5.186694444
2011-09-16,4.874842222
2011-09-17,4.905506475
2011-09-18,4.953057044
2011-09-19,5.084615318
2011-09-20,5.711686615
2011-09-21,5.697114512
2011-09-22,5.611382009
2011-09-23,5.639960787
2011-09-24,5.625931092
2011-09-25,5.738145604
2011-09-26,5.491352886
2011-09-27,4.897721239
2011-09-28,4.860217493
2011-09-29,4.789908473
2011-09-30,5.030566093
2011-10-01,4.992814992
2011-10-02,4.987695971
2011-10-03,4.903626496
2011-10-04,4.955301032
2011-10-05,5.052140547
2011-10-06,4.831756012
2011-10-07,4.552758054
2011-10-08,4.242881169
2011-10-09,4.027453704
2011-10-10,4.18158344
2011-10-11,4.232658561
2011-10-12,3.976175697
2011-10-13,4.037888552
2011-10-14,4.042591575
2011-10-15,3.932713415
2011-10-16,3.729644687
2011-10-17,3.495035207
2011-10-18,2.608861582
2011-10-19,2.386861244
2011-10-20,2.288504456
2011-10-21,2.426726512
2011-10-22,3.013133635
2011-10-23,3.092168421
2011-10-24,2.925022379
2011-10-25,2.735986562
2011-10-26,2.744662526
2011-10-27,2.879816667
2011-10-28,3.366579429
2011-10-29,3.743604762
2011-10-30,3.470535207
2011-10-31,3.228983103
2011-11-01,3.218363162
2011-11-02,3.237317683
2011-11-03,3.242568692
2011-11-04,3.255171192
2011-11-05,3.061356151
2011-11-06,2.956835648
2011-11-07,2.992733728
2011-11-08,3.12212257
2011-11-09,3.089139807
2011-11-10,3.085867247
2011-11-11,3.110988797
2011-11-12,3.175093784
2011-11-13,3.144508914
2011-11-14,2.650184423
2011-11-15,2.586281267
2011-11-16,2.573629357
2011-11-17,2.557556304
2011-11-18,2.348385379
2011-11-19,2.309209346
2011-11-20,2.254175468
2011-11-21,2.372688202
2011-11-22,2.369074089
2011-11-23,2.256622756
2011-11-24,2.538845486
2011-11-25,4.0781187
2011-11-26,2.524434688
2011-11-27,2.462560266
2011-11-28,2.615830382
2011-11-29,2.874463725
2011-11-30,2.934549363
2011-12-01,3.232135673
2011-12-02,3.12058224
2011-12-03,2.963952527
2011-12-04,2.769751637
2011-12-05,2.874354126
2011-12-06,2.98932777
2011-12-07,3.098163676
2011-12-08,3.098944516
2011-12-09,2.988393625
2011-12-10,3.078177925
2011-12-11,3.202589953
2011-12-12,3.36274788
2011-12-13,3.272815345
2011-12-14,3.29283651
2011-12-15,3.313116915
2011-12-16,3.283691719
2011-12-17,3.331903432
2011-12-18,3.362064108
2011-12-19,3.622853516
2011-12-20,4.268990292
2011-12-21,4.147735961
2011-12-22,4.010808827
2011-12-23,4.038274072
2011-12-24,4.220698814
2011-12-25,4.201841599
2011-12-26,4.240668542
2011-12-27,4.155894476
2011-12-28,4.274674834
2011-12-29,4.274837698
2011-12-30,4.354830695
2011-12-31,4.474496588
2012-01-01,4.890623362
2012-01-02,5.146787407
2012-01-03,5.141253368
2012-01-04,5.205602993
2012-01-05,6.104795962
2012-01-06,6.632282671
2012-01-07,6.755682561
2012-01-08,6.993905583
2012-01-09,6.684709504
2012-01-10,6.496264515
2012-01-11,6.890087407
2012-01-12,6.885497118
2012-01-13,6.725812585
2012-01-14,6.509756172
2012-01-15,6.997298729
2012-01-16,6.768188638
2012-01-17,6.519550399
2012-01-18,6.072145408
2012-01-19,6.205322356
2012-01-20,6.627077717
2012-01-21,6.391881373
2012-01-22,6.373649392
2012-01-23,6.342284579
2012-01-24,6.393197168
2012-01-25,6.269736018
2012-01-26,5.871384475
2012-01-27,5.360182006
2012-01-28,5.181997269
2012-01-29,5.557164294
2012-01-30,5.518838096
2012-01-31,5.621729353
2012-02-01,5.732281766
2012-02-02,6.104525456
2012-02-03,6.120791051
2012-02-04,6.018617251
2012-02-05,5.747925765
2012-02-06,5.555291077
2012-02-07,5.629139016
2012-02-08,5.59486335
2012-02-09,5.734353068
2012-02-10,5.886577188
2012-02-11,5.723829836
2012-02-12,5.66107227
2012-02-13,5.557363024
2012-02-14,4.941985552
2012-02-15,4.826371368
2012-02-16,4.515192499
2012-02-17,4.643615956
2012-02-18,4.400434355
2012-02-19,4.317349899
2012-02-20,4.447789719
2012-02-21,4.419220814
2012-02-22,4.487317853
2012-02-23,4.818066932
2012-02-24,5.041301937
2012-02-25,4.981837071
2012-02-26,4.917528551
2012-02-27,5.010988025
2012-02-28,4.953566313
2012-02-29,4.917866668
2012-03-01,4.962291382
2012-03-02,4.764153335
2012-03-03,4.737844539
2012-03-04,4.77064051
2012-03-05,4.923194116
2012-03-06,4.987755742
2012-03-07,5.00033385
2012-03-08,4.937614393
2012-03-09,4.960231841
2012-03-10,4.885689776
2012-03-11,4.906779046
2012-03-12,4.93650445
2012-03-13,5.093321676
2012-03-14,5.364358975
2012-03-15,5.336028399
2012-03-16,5.322220577
2012-03-17,5.364852492
2012-03-18,5.307014166
2012-03-19,5.07797298
2012-03-20,4.8547002
2012-03-21,4.885195211
2012-03-22,4.837081945
2012-03-23,4.746033231
2012-03-24,4.71584023
2012-03-25,4.63999638
2012-03-26,4.635765892
2012-03-27,4.729346118
2012-03-28,4.817993688
2012-03-29,4.809740612
2012-03-30,4.822167794
2012-03-31,4.902156585
2012-04-01,4.836095254
2012-04-02,4.913727522
2012-04-03,4.948507688
2012-04-04,4.93936185
2012-04-05,4.938762745
2012-04-06,4.944418328
2012-04-07,4.832922331
2012-04-08,4.756460716
2012-04-09,4.782549146
2012-04-10,4.829088956
2012-04-11,4.834263328
2012-04-12,4.885444147
2012-04-13,4.88869734
2012-04-14,4.951158798
2012-04-15,4.934255368
2012-04-16,4.951077585
2012-04-17,4.9694315
2012-04-18,5.105589552
2012-04-19,5.14913394
2012-04-20,5.206523087
2012-04-21,5.281960009
2012-04-22,5.205132512
2012-04-23,5.167684085
2012-04-24,5.086223369
2012-04-25,5.10190078
2012-04-26,5.076388647
2012-04-27,5.186624008
2012-04-28,4.982554033
2012-04-29,4.9238713
2012-04-30,4.956026072
2012-05-01,4.961408107
2012-05-02,5.113913731
2012-05-03,5.083148924
2012-05-04,5.13689572
2012-05-05,5.103776555
2012-05-06,5.059059085
2012-05-07,5.043163419
2012-05-08,5.04134638
2012-05-09,5.101613956
2012-05-10,5.008580434
2012-05-11,5.000571435
2012-05-12,4.933817797
2012-05-13,4.939092073
2012-05-14,4.93269954
2012-05-15,4.955533183
2012-05-16,4.994015645
2012-05-17,5.009557834
2012-05-18,5.04691912
2012-05-19,5.074348957
2012-05-20,5.121962441
2012-05-21,5.064569458
2012-05-22,5.056346525
2012-05-23,5.097101765
2012-05-24,5.085803782
2012-05-25,5.089775284
2012-05-26,5.080839341
2012-05-27,5.106419176
2012-05-28,5.084976084
2012-05-29,5.079893645
2012-05-30,5.094742168
2012-05-31,5.109269256
2012-06-01,5.186580136
2012-06-02,5.179051158
2012-06-03,5.17125831
2012-06-04,5.172549342
2012-06-05,5.293131873
2012-06-06,5.378239961
2012-06-07,5.438623064
2012-06-08,5.551631579
2012-06-09,5.565404661
2012-06-10,5.479196305
2012-06-11,5.484328078
2012-06-12,5.598950508
